id,code,name,district_id:id
neighborhood_Amón_Carmen_San_José_SJ,01,Amón,district_Carmen_San_José_SJ
neighborhood_Aranjuez_Carmen_San_José_SJ,02,Aranjuez,district_Carmen_San_José_SJ
neighborhood_California_(parte)_Carmen_San_José_SJ,03,California_(parte),district_Carmen_San_José_SJ
neighborhood_Carmen_Carmen_San_José_SJ,04,Carmen,district_Carmen_San_José_SJ
neighborhood_Empalme_Carmen_San_José_SJ,05,Empalme,district_Carmen_San_José_SJ
neighborhood_Escalante_Carmen_San_José_SJ,06,Escalante,district_Carmen_San_José_SJ
neighborhood_Otoya._Carmen_San_José_SJ,07,Otoya.,district_Carmen_San_José_SJ
neighborhood_Bajos_de_la_Unión_Merced_San_José_SJ,01,Bajos_de_la_Unión,district_Merced_San_José_SJ
neighborhood_Claret_Merced_San_José_SJ,02,Claret,district_Merced_San_José_SJ
neighborhood_Cocacola_Merced_San_José_SJ,03,Cocacola,district_Merced_San_José_SJ
neighborhood_Iglesias_Flores_Merced_San_José_SJ,04,Iglesias_Flores,district_Merced_San_José_SJ
neighborhood_Mantica_Merced_San_José_SJ,05,Mantica,district_Merced_San_José_SJ
neighborhood_México_Merced_San_José_SJ,06,México,district_Merced_San_José_SJ
neighborhood_Paso_de_la_Vaca_Merced_San_José_SJ,07,Paso_de_la_Vaca,district_Merced_San_José_SJ
neighborhood_Pitahaya._Merced_San_José_SJ,08,Pitahaya.,district_Merced_San_José_SJ
neighborhood_Almendares_Hospital_San_José_SJ,01,Almendares,district_Hospital_San_José_SJ
neighborhood_Ángeles_Hospital_San_José_SJ,02,Ángeles,district_Hospital_San_José_SJ
neighborhood_Bolívar_Hospital_San_José_SJ,03,Bolívar,district_Hospital_San_José_SJ
neighborhood_Carit_Hospital_San_José_SJ,04,Carit,district_Hospital_San_José_SJ
neighborhood_Colón_(parte)_Hospital_San_José_SJ,05,Colón_(parte),district_Hospital_San_José_SJ
neighborhood_Corazón_de_Jesús_Hospital_San_José_SJ,06,Corazón_de_Jesús,district_Hospital_San_José_SJ
neighborhood_Cristo_Rey_Hospital_San_José_SJ,07,Cristo_Rey,district_Hospital_San_José_SJ
neighborhood_Cuba_Hospital_San_José_SJ,08,Cuba,district_Hospital_San_José_SJ
neighborhood_Dolorosa_(parte)_Hospital_San_José_SJ,09,Dolorosa_(parte),district_Hospital_San_José_SJ
neighborhood_Merced_Hospital_San_José_SJ,10,Merced,district_Hospital_San_José_SJ
neighborhood_Pacífico_(parte)_Hospital_San_José_SJ,11,Pacífico_(parte),district_Hospital_San_José_SJ
neighborhood_Pinos_Hospital_San_José_SJ,12,Pinos,district_Hospital_San_José_SJ
neighborhood_Salubridad_Hospital_San_José_SJ,13,Salubridad,district_Hospital_San_José_SJ
neighborhood_San_Bosco_Hospital_San_José_SJ,14,San_Bosco,district_Hospital_San_José_SJ
neighborhood_San_Francisco_Hospital_San_José_SJ,15,San_Francisco,district_Hospital_San_José_SJ
neighborhood_Santa_Lucía_Hospital_San_José_SJ,16,Santa_Lucía,district_Hospital_San_José_SJ
neighborhood_Silos._Hospital_San_José_SJ,17,Silos.,district_Hospital_San_José_SJ
neighborhood_Bellavista_Catedral_San_José_SJ,01,Bellavista,district_Catedral_San_José_SJ
neighborhood_California_(parte)_Catedral_San_José_SJ,02,California_(parte),district_Catedral_San_José_SJ
neighborhood_Carlos_María_Jiménez_Catedral_San_José_SJ,03,Carlos_María_Jiménez,district_Catedral_San_José_SJ
neighborhood_Dolorosa_(parte)_Catedral_San_José_SJ,04,Dolorosa_(parte),district_Catedral_San_José_SJ
neighborhood_Dos_Pinos_Catedral_San_José_SJ,05,Dos_Pinos,district_Catedral_San_José_SJ
neighborhood_González_Lahmann_Catedral_San_José_SJ,07,González_Lahmann,district_Catedral_San_José_SJ
neighborhood_González_Víquez_Catedral_San_José_SJ,08,González_Víquez,district_Catedral_San_José_SJ
neighborhood_Güell_Catedral_San_José_SJ,09,Güell,district_Catedral_San_José_SJ
neighborhood_La_Cruz_Catedral_San_José_SJ,10,La_Cruz,district_Catedral_San_José_SJ
neighborhood_Lomas_de_Ocloro_Catedral_San_José_SJ,11,Lomas_de_Ocloro,district_Catedral_San_José_SJ
neighborhood_Luján_Catedral_San_José_SJ,12,Luján,district_Catedral_San_José_SJ
neighborhood_Milflor_Catedral_San_José_SJ,13,Milflor,district_Catedral_San_José_SJ
neighborhood_Naciones_Unidas_Catedral_San_José_SJ,14,Naciones_Unidas,district_Catedral_San_José_SJ
neighborhood_Pacífico_(parte)_Catedral_San_José_SJ,15,Pacífico_(parte),district_Catedral_San_José_SJ
neighborhood_San_Cayetano_(parte)_Catedral_San_José_SJ,16,San_Cayetano_(parte),district_Catedral_San_José_SJ
neighborhood_Soledad_Catedral_San_José_SJ,17,Soledad,district_Catedral_San_José_SJ
neighborhood_Tabacalera_Catedral_San_José_SJ,18,Tabacalera,district_Catedral_San_José_SJ
neighborhood_Vasconia._Catedral_San_José_SJ,19,Vasconia.,district_Catedral_San_José_SJ
neighborhood_Alborada_Zapote_San_José_SJ,01,Alborada,district_Zapote_San_José_SJ
neighborhood_Calderón_Muñoz_Zapote_San_José_SJ,02,Calderón_Muñoz,district_Zapote_San_José_SJ
neighborhood_Cerrito_Zapote_San_José_SJ,03,Cerrito,district_Zapote_San_José_SJ
neighborhood_Córdoba_Zapote_San_José_SJ,04,Córdoba,district_Zapote_San_José_SJ
neighborhood_Gloria_Zapote_San_José_SJ,05,Gloria,district_Zapote_San_José_SJ
neighborhood_Jardín_Zapote_San_José_SJ,06,Jardín,district_Zapote_San_José_SJ
neighborhood_Luisas_Zapote_San_José_SJ,07,Luisas,district_Zapote_San_José_SJ
neighborhood_Mangos_Zapote_San_José_SJ,08,Mangos,district_Zapote_San_José_SJ
neighborhood_Montealegre_Zapote_San_José_SJ,09,Montealegre,district_Zapote_San_José_SJ
neighborhood_Moreno_Cañas_Zapote_San_José_SJ,10,Moreno_Cañas,district_Zapote_San_José_SJ
neighborhood_Quesada_Durán_Zapote_San_José_SJ,11,Quesada_Durán,district_Zapote_San_José_SJ
neighborhood_San_Dimas_Zapote_San_José_SJ,12,San_Dimas,district_Zapote_San_José_SJ
neighborhood_San_Gerardo_(parte)_Zapote_San_José_SJ,13,San_Gerardo_(parte),district_Zapote_San_José_SJ
neighborhood_Trébol_Zapote_San_José_SJ,14,Trébol,district_Zapote_San_José_SJ
neighborhood_Ujarrás_Zapote_San_José_SJ,15,Ujarrás,district_Zapote_San_José_SJ
neighborhood_Vista_Hermosa_Zapote_San_José_SJ,16,Vista_Hermosa,district_Zapote_San_José_SJ
neighborhood_Yoses_Sur_Zapote_San_José_SJ,17,Yoses_Sur,district_Zapote_San_José_SJ
neighborhood_Zapote_(centro)._Zapote_San_José_SJ,18,Zapote_(centro).,district_Zapote_San_José_SJ
neighborhood_Ahogados_(parte)_San_Francisco_De_Dos_Ríos_San_José_SJ,01,Ahogados_(parte),district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Bosque_San_Francisco_De_Dos_Ríos_San_José_SJ,02,Bosque,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Cabañas_San_Francisco_De_Dos_Ríos_San_José_SJ,03,Cabañas,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Camelias_San_Francisco_De_Dos_Ríos_San_José_SJ,04,Camelias,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Coopeguaria_San_Francisco_De_Dos_Ríos_San_José_SJ,05,Coopeguaria,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Faro_San_Francisco_De_Dos_Ríos_San_José_SJ,06,Faro,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Hispano_San_Francisco_De_Dos_Ríos_San_José_SJ,08,Hispano,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_I_Griega_San_Francisco_De_Dos_Ríos_San_José_SJ,09,I_Griega,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Lincoln_San_Francisco_De_Dos_Ríos_San_José_SJ,10,Lincoln,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Lomas_de_San_Francisco_San_Francisco_De_Dos_Ríos_San_José_SJ,11,Lomas_de_San_Francisco,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Maalot_San_Francisco_De_Dos_Ríos_San_José_SJ,12,Maalot,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Méndez_San_Francisco_De_Dos_Ríos_San_José_SJ,13,Méndez,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Pacífica_San_Francisco_De_Dos_Ríos_San_José_SJ,14,Pacífica,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_San_Francisco_de_Dos_Ríos_(centro)_San_Francisco_De_Dos_Ríos_San_José_SJ,15,San_Francisco_de_Dos_Ríos_(centro),district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Sauces_San_Francisco_De_Dos_Ríos_San_José_SJ,16,Sauces,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Saucitos_San_Francisco_De_Dos_Ríos_San_José_SJ,17,Saucitos,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Zurquí._San_Francisco_De_Dos_Ríos_San_José_SJ,18,Zurquí.,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Alborada_Uruca_San_José_SJ,01,Alborada,district_Uruca_San_José_SJ
neighborhood_Ánimas_Uruca_San_José_SJ,02,Ánimas,district_Uruca_San_José_SJ
neighborhood_Árboles_Uruca_San_José_SJ,03,Árboles,district_Uruca_San_José_SJ
neighborhood_Bajos_del_Torres_Uruca_San_José_SJ,04,Bajos_del_Torres,district_Uruca_San_José_SJ
neighborhood_Carranza_Uruca_San_José_SJ,05,Carranza,district_Uruca_San_José_SJ
neighborhood_Corazón_de_Jesús_Uruca_San_José_SJ,06,Corazón_de_Jesús,district_Uruca_San_José_SJ
neighborhood_Cristal_Uruca_San_José_SJ,07,Cristal,district_Uruca_San_José_SJ
neighborhood_Carvajal_Castro_Uruca_San_José_SJ,08,Carvajal_Castro,district_Uruca_San_José_SJ
neighborhood_Jardines_de_Autopista_Uruca_San_José_SJ,09,Jardines_de_Autopista,district_Uruca_San_José_SJ
neighborhood_La_Caja_Uruca_San_José_SJ,10,La_Caja,district_Uruca_San_José_SJ
neighborhood_La_Carpio_Uruca_San_José_SJ,11,La_Carpio,district_Uruca_San_José_SJ
neighborhood_Magnolia_Uruca_San_José_SJ,12,Magnolia,district_Uruca_San_José_SJ
neighborhood_Marimil_Uruca_San_José_SJ,13,Marimil,district_Uruca_San_José_SJ
neighborhood_Monserrat_Uruca_San_José_SJ,14,Monserrat,district_Uruca_San_José_SJ
neighborhood_Peregrina_Uruca_San_José_SJ,15,Peregrina,district_Uruca_San_José_SJ
neighborhood_Robledal_Uruca_San_José_SJ,16,Robledal,district_Uruca_San_José_SJ
neighborhood_Rossiter_Carballo_Uruca_San_José_SJ,17,Rossiter_Carballo,district_Uruca_San_José_SJ
neighborhood_Santander_Uruca_San_José_SJ,18,Santander,district_Uruca_San_José_SJ
neighborhood_Saturno_Uruca_San_José_SJ,19,Saturno,district_Uruca_San_José_SJ
neighborhood_Uruca_(centro)_Uruca_San_José_SJ,20,Uruca_(centro),district_Uruca_San_José_SJ
neighborhood_Vuelta_del_Virilla._Uruca_San_José_SJ,21,Vuelta_del_Virilla.,district_Uruca_San_José_SJ
neighborhood_Américas_Mata_Redonda_San_José_SJ,01,Américas,district_Mata_Redonda_San_José_SJ
neighborhood_Bajo_Cañada_(parte)_Mata_Redonda_San_José_SJ,02,Bajo_Cañada_(parte),district_Mata_Redonda_San_José_SJ
neighborhood_Balcón_Verde_Mata_Redonda_San_José_SJ,03,Balcón_Verde,district_Mata_Redonda_San_José_SJ
neighborhood_Colón_(parte)_Mata_Redonda_San_José_SJ,04,Colón_(parte),district_Mata_Redonda_San_José_SJ
neighborhood_Del_Pino_Mata_Redonda_San_José_SJ,05,Del_Pino,district_Mata_Redonda_San_José_SJ
neighborhood_La_Luisa_Mata_Redonda_San_José_SJ,07,La_Luisa,district_Mata_Redonda_San_José_SJ
neighborhood_La_Salle_Mata_Redonda_San_José_SJ,08,La_Salle,district_Mata_Redonda_San_José_SJ
neighborhood_Lomalinda_Mata_Redonda_San_José_SJ,09,Lomalinda,district_Mata_Redonda_San_José_SJ
neighborhood_Morenos_Mata_Redonda_San_José_SJ,10,Morenos,district_Mata_Redonda_San_José_SJ
neighborhood_Niza_Mata_Redonda_San_José_SJ,11,Niza,district_Mata_Redonda_San_José_SJ
neighborhood_Rancho_Luna_Mata_Redonda_San_José_SJ,12,Rancho_Luna,district_Mata_Redonda_San_José_SJ
neighborhood_Rohrmoser_(parte)_Mata_Redonda_San_José_SJ,13,Rohrmoser_(parte),district_Mata_Redonda_San_José_SJ
neighborhood_Roma_Mata_Redonda_San_José_SJ,14,Roma,district_Mata_Redonda_San_José_SJ
neighborhood_Sabana_Mata_Redonda_San_José_SJ,15,Sabana,district_Mata_Redonda_San_José_SJ
neighborhood_Tovar._Mata_Redonda_San_José_SJ,16,Tovar.,district_Mata_Redonda_San_José_SJ
neighborhood_Alfa_Pavas_San_José_SJ,01,Alfa,district_Pavas_San_José_SJ
neighborhood_Asturias_Pavas_San_José_SJ,02,Asturias,district_Pavas_San_José_SJ
neighborhood_Asunción_Pavas_San_José_SJ,03,Asunción,district_Pavas_San_José_SJ
neighborhood_Bribrí_Pavas_San_José_SJ,04,Bribrí,district_Pavas_San_José_SJ
neighborhood_Favorita_Norte_Pavas_San_José_SJ,05,Favorita_Norte,district_Pavas_San_José_SJ
neighborhood_Favorita_Sur_Pavas_San_José_SJ,06,Favorita_Sur,district_Pavas_San_José_SJ
neighborhood_Galicia_Pavas_San_José_SJ,07,Galicia,district_Pavas_San_José_SJ
neighborhood_Geroma_Pavas_San_José_SJ,08,Geroma,district_Pavas_San_José_SJ
neighborhood_Hispania_Pavas_San_José_SJ,09,Hispania,district_Pavas_San_José_SJ
neighborhood_Libertad_Pavas_San_José_SJ,10,Libertad,district_Pavas_San_José_SJ
neighborhood_Lomas_del_Río_Pavas_San_José_SJ,11,Lomas_del_Río,district_Pavas_San_José_SJ
neighborhood_Llanos_del_Sol_Pavas_San_José_SJ,12,Llanos_del_Sol,district_Pavas_San_José_SJ
neighborhood_María_Reina_Pavas_San_José_SJ,13,María_Reina,district_Pavas_San_José_SJ
neighborhood_Metrópolis_Pavas_San_José_SJ,14,Metrópolis,district_Pavas_San_José_SJ
neighborhood_Navarra_Pavas_San_José_SJ,15,Navarra,district_Pavas_San_José_SJ
neighborhood_Pavas_(centro)_Pavas_San_José_SJ,16,Pavas_(centro),district_Pavas_San_José_SJ
neighborhood_Pueblo_Nuevo_Pavas_San_José_SJ,17,Pueblo_Nuevo,district_Pavas_San_José_SJ
neighborhood_Residencial_del_Oeste_Pavas_San_José_SJ,18,Residencial_del_Oeste,district_Pavas_San_José_SJ
neighborhood_Rincón_Grande_Pavas_San_José_SJ,19,Rincón_Grande,district_Pavas_San_José_SJ
neighborhood_Rohrmoser_(parte)_Pavas_San_José_SJ,20,Rohrmoser_(parte),district_Pavas_San_José_SJ
neighborhood_Rotonda_Pavas_San_José_SJ,21,Rotonda,district_Pavas_San_José_SJ
neighborhood_San_Pedro_Pavas_San_José_SJ,22,San_Pedro,district_Pavas_San_José_SJ
neighborhood_Santa_Bárbara_Pavas_San_José_SJ,23,Santa_Bárbara,district_Pavas_San_José_SJ
neighborhood_Santa_Catalina_Pavas_San_José_SJ,24,Santa_Catalina,district_Pavas_San_José_SJ
neighborhood_Santa_Fé_Pavas_San_José_SJ,25,Santa_Fé,district_Pavas_San_José_SJ
neighborhood_Triángulo_Pavas_San_José_SJ,26,Triángulo,district_Pavas_San_José_SJ
neighborhood_Villa_Esperanza._Pavas_San_José_SJ,27,Villa_Esperanza.,district_Pavas_San_José_SJ
neighborhood_Belgrano_Hatillo_San_José_SJ,02,Belgrano,district_Hatillo_San_José_SJ
neighborhood_Hatillo_Centro_Hatillo_San_José_SJ,03,Hatillo_Centro,district_Hatillo_San_José_SJ
neighborhood_Hatillo_1_Hatillo_San_José_SJ,04,Hatillo_1,district_Hatillo_San_José_SJ
neighborhood_Hatillo_2_Hatillo_San_José_SJ,05,Hatillo_2,district_Hatillo_San_José_SJ
neighborhood_Hatillo_3_Hatillo_San_José_SJ,06,Hatillo_3,district_Hatillo_San_José_SJ
neighborhood_Hatillo_4_Hatillo_San_José_SJ,07,Hatillo_4,district_Hatillo_San_José_SJ
neighborhood_Hatillo_5_Hatillo_San_José_SJ,08,Hatillo_5,district_Hatillo_San_José_SJ
neighborhood_Hatillo_6_Hatillo_San_José_SJ,09,Hatillo_6,district_Hatillo_San_José_SJ
neighborhood_Hatillo_7_Hatillo_San_José_SJ,10,Hatillo_7,district_Hatillo_San_José_SJ
neighborhood_Hatillo_8_Hatillo_San_José_SJ,11,Hatillo_8,district_Hatillo_San_José_SJ
neighborhood_Quince_de_Setiembre_Hatillo_San_José_SJ,12,Quince_de_Setiembre,district_Hatillo_San_José_SJ
neighborhood_Sagrada_Familia_Hatillo_San_José_SJ,13,Sagrada_Familia,district_Hatillo_San_José_SJ
neighborhood_Tiribí_Hatillo_San_José_SJ,14,Tiribí,district_Hatillo_San_José_SJ
neighborhood_Topacio_Hatillo_San_José_SJ,15,Topacio,district_Hatillo_San_José_SJ
neighborhood_Veinticinco_de_Julio_Hatillo_San_José_SJ,16,Veinticinco_de_Julio,district_Hatillo_San_José_SJ
neighborhood_Vivienda_en_Marcha._Hatillo_San_José_SJ,17,Vivienda_en_Marcha.,district_Hatillo_San_José_SJ
neighborhood_Bengala_San_Sebastián_San_José_SJ,01,Bengala,district_San_Sebastián_San_José_SJ
neighborhood_Bilbao_San_Sebastián_San_José_SJ,02,Bilbao,district_San_Sebastián_San_José_SJ
neighborhood_Cañada_del_Sur_San_Sebastián_San_José_SJ,03,Cañada_del_Sur,district_San_Sebastián_San_José_SJ
neighborhood_Carmen_San_Sebastián_San_José_SJ,04,Carmen,district_San_Sebastián_San_José_SJ
neighborhood_Cascajal_San_Sebastián_San_José_SJ,05,Cascajal,district_San_Sebastián_San_José_SJ
neighborhood_Cerro_Azul_San_Sebastián_San_José_SJ,06,Cerro_Azul,district_San_Sebastián_San_José_SJ
neighborhood_Colombari_San_Sebastián_San_José_SJ,07,Colombari,district_San_Sebastián_San_José_SJ
neighborhood_Domingo_Savio_San_Sebastián_San_José_SJ,08,Domingo_Savio,district_San_Sebastián_San_José_SJ
neighborhood_Guacamaya_San_Sebastián_San_José_SJ,09,Guacamaya,district_San_Sebastián_San_José_SJ
neighborhood_Jazmín_San_Sebastián_San_José_SJ,10,Jazmín,district_San_Sebastián_San_José_SJ
neighborhood_Hogar_Propio_San_Sebastián_San_José_SJ,11,Hogar_Propio,district_San_Sebastián_San_José_SJ
neighborhood_Kennedy_San_Sebastián_San_José_SJ,12,Kennedy,district_San_Sebastián_San_José_SJ
neighborhood_López_Mateos_San_Sebastián_San_José_SJ,13,López_Mateos,district_San_Sebastián_San_José_SJ
neighborhood_Luna_Park_San_Sebastián_San_José_SJ,14,Luna_Park,district_San_Sebastián_San_José_SJ
neighborhood_Martínez_San_Sebastián_San_José_SJ,15,Martínez,district_San_Sebastián_San_José_SJ
neighborhood_Mojados_San_Sebastián_San_José_SJ,16,Mojados,district_San_Sebastián_San_José_SJ
neighborhood_Mongito_San_Sebastián_San_José_SJ,17,Mongito,district_San_Sebastián_San_José_SJ
neighborhood_Monte_Azúl_San_Sebastián_San_José_SJ,18,Monte_Azúl,district_San_Sebastián_San_José_SJ
neighborhood_Musmanni_San_Sebastián_San_José_SJ,19,Musmanni,district_San_Sebastián_San_José_SJ
neighborhood_Paso_Ancho_San_Sebastián_San_José_SJ,20,Paso_Ancho,district_San_Sebastián_San_José_SJ
neighborhood_Presidentes_San_Sebastián_San_José_SJ,21,Presidentes,district_San_Sebastián_San_José_SJ
neighborhood_San_Martín_San_Sebastián_San_José_SJ,23,San_Martín,district_San_Sebastián_San_José_SJ
neighborhood_San_Sebastián_(centro)_San_Sebastián_San_José_SJ,24,San_Sebastián_(centro),district_San_Sebastián_San_José_SJ
neighborhood_Santa_Rosa_San_Sebastián_San_José_SJ,25,Santa_Rosa,district_San_Sebastián_San_José_SJ
neighborhood_Seminario_San_Sebastián_San_José_SJ,26,Seminario,district_San_Sebastián_San_José_SJ
neighborhood_Sorobarú._San_Sebastián_San_José_SJ,27,Sorobarú.,district_San_Sebastián_San_José_SJ
neighborhood_Alto_Carrizal_Escazú_Escazú_SJ,01,Alto_Carrizal,district_Escazú_Escazú_SJ
neighborhood_Carrizal_(parte)_Escazú_Escazú_SJ,02,Carrizal_(parte),district_Escazú_Escazú_SJ
neighborhood_Faroles_Escazú_Escazú_SJ,03,Faroles,district_Escazú_Escazú_SJ
neighborhood_Guapinol_Escazú_Escazú_SJ,04,Guapinol,district_Escazú_Escazú_SJ
neighborhood_Hulera_Escazú_Escazú_SJ,05,Hulera,district_Escazú_Escazú_SJ
neighborhood_Itabas_Escazú_Escazú_SJ,06,Itabas,district_Escazú_Escazú_SJ
neighborhood_Jaboncillo_Escazú_Escazú_SJ,07,Jaboncillo,district_Escazú_Escazú_SJ
neighborhood_Profesores_(parte)._Escazú_Escazú_SJ,08,Profesores_(parte).,district_Escazú_Escazú_SJ
neighborhood_Avellana_San_Antonio_Escazú_SJ,01,Avellana,district_San_Antonio_Escazú_SJ
neighborhood_Bebedero_San_Antonio_Escazú_SJ,02,Bebedero,district_San_Antonio_Escazú_SJ
neighborhood_Belo_Horizonte_(parte)_San_Antonio_Escazú_SJ,03,Belo_Horizonte_(parte),district_San_Antonio_Escazú_SJ
neighborhood_Carrizal_(parte)_San_Antonio_Escazú_SJ,04,Carrizal_(parte),district_San_Antonio_Escazú_SJ
neighborhood_Curío_San_Antonio_Escazú_SJ,05,Curío,district_San_Antonio_Escazú_SJ
neighborhood_Chirca_San_Antonio_Escazú_SJ,06,Chirca,district_San_Antonio_Escazú_SJ
neighborhood_Chiverral_San_Antonio_Escazú_SJ,07,Chiverral,district_San_Antonio_Escazú_SJ
neighborhood_Entierrillo_San_Antonio_Escazú_SJ,08,Entierrillo,district_San_Antonio_Escazú_SJ
neighborhood_Filtros_San_Antonio_Escazú_SJ,09,Filtros,district_San_Antonio_Escazú_SJ
neighborhood_Guayabos_San_Antonio_Escazú_SJ,10,Guayabos,district_San_Antonio_Escazú_SJ
neighborhood_Hojablanca_San_Antonio_Escazú_SJ,11,Hojablanca,district_San_Antonio_Escazú_SJ
neighborhood_Juan_Santana_San_Antonio_Escazú_SJ,12,Juan_Santana,district_San_Antonio_Escazú_SJ
neighborhood_Lajas_San_Antonio_Escazú_SJ,13,Lajas,district_San_Antonio_Escazú_SJ
neighborhood_Masilla_San_Antonio_Escazú_SJ,14,Masilla,district_San_Antonio_Escazú_SJ
neighborhood_Muta_San_Antonio_Escazú_SJ,15,Muta,district_San_Antonio_Escazú_SJ
neighborhood_Pedrero_San_Antonio_Escazú_SJ,16,Pedrero,district_San_Antonio_Escazú_SJ
neighborhood_Perú_San_Antonio_Escazú_SJ,17,Perú,district_San_Antonio_Escazú_SJ
neighborhood_Profesores_(parte)_San_Antonio_Escazú_SJ,18,Profesores_(parte),district_San_Antonio_Escazú_SJ
neighborhood_Sabanillas_San_Antonio_Escazú_SJ,19,Sabanillas,district_San_Antonio_Escazú_SJ
neighborhood_Salitrillos_San_Antonio_Escazú_SJ,20,Salitrillos,district_San_Antonio_Escazú_SJ
neighborhood_Santa_Eduvigis_San_Antonio_Escazú_SJ,21,Santa_Eduvigis,district_San_Antonio_Escazú_SJ
neighborhood_Santa_Teresa_San_Antonio_Escazú_SJ,22,Santa_Teresa,district_San_Antonio_Escazú_SJ
neighborhood_Tejarcillos_San_Antonio_Escazú_SJ,23,Tejarcillos,district_San_Antonio_Escazú_SJ
neighborhood_Torrotillo_San_Antonio_Escazú_SJ,24,Torrotillo,district_San_Antonio_Escazú_SJ
neighborhood_Anonos_San_Rafael_Escazú_SJ,01,Anonos,district_San_Rafael_Escazú_SJ
neighborhood_Ayala_San_Rafael_Escazú_SJ,02,Ayala,district_San_Rafael_Escazú_SJ
neighborhood_Bajo_Anonos_San_Rafael_Escazú_SJ,03,Bajo_Anonos,district_San_Rafael_Escazú_SJ
neighborhood_Bajo_Palomas_San_Rafael_Escazú_SJ,04,Bajo_Palomas,district_San_Rafael_Escazú_SJ
neighborhood_Belo_Horizonte_(parte)_San_Rafael_Escazú_SJ,05,Belo_Horizonte_(parte),district_San_Rafael_Escazú_SJ
neighborhood_Betina_San_Rafael_Escazú_SJ,06,Betina,district_San_Rafael_Escazú_SJ
neighborhood_Ceiba_San_Rafael_Escazú_SJ,07,Ceiba,district_San_Rafael_Escazú_SJ
neighborhood_Facio_Castro_San_Rafael_Escazú_SJ,08,Facio_Castro,district_San_Rafael_Escazú_SJ
neighborhood_Guachipelín_San_Rafael_Escazú_SJ,09,Guachipelín,district_San_Rafael_Escazú_SJ
neighborhood_Herrera_San_Rafael_Escazú_SJ,10,Herrera,district_San_Rafael_Escazú_SJ
neighborhood_Laureles_San_Rafael_Escazú_SJ,11,Laureles,district_San_Rafael_Escazú_SJ
neighborhood_León_San_Rafael_Escazú_SJ,12,León,district_San_Rafael_Escazú_SJ
neighborhood_Loma_Real_San_Rafael_Escazú_SJ,13,Loma_Real,district_San_Rafael_Escazú_SJ
neighborhood_Matapalo_San_Rafael_Escazú_SJ,14,Matapalo,district_San_Rafael_Escazú_SJ
neighborhood_Maynard_San_Rafael_Escazú_SJ,15,Maynard,district_San_Rafael_Escazú_SJ
neighborhood_Mirador_San_Rafael_Escazú_SJ,16,Mirador,district_San_Rafael_Escazú_SJ
neighborhood_Miravalles_San_Rafael_Escazú_SJ,17,Miravalles,district_San_Rafael_Escazú_SJ
neighborhood_Palermo_San_Rafael_Escazú_SJ,18,Palermo,district_San_Rafael_Escazú_SJ
neighborhood_Palma_de_Mallorca_San_Rafael_Escazú_SJ,19,Palma_de_Mallorca,district_San_Rafael_Escazú_SJ
neighborhood_Pinar_San_Rafael_Escazú_SJ,20,Pinar,district_San_Rafael_Escazú_SJ
neighborhood_Primavera_San_Rafael_Escazú_SJ,21,Primavera,district_San_Rafael_Escazú_SJ
neighborhood_Quesada_San_Rafael_Escazú_SJ,22,Quesada,district_San_Rafael_Escazú_SJ
neighborhood_Real_de_Pereira_(parte)_San_Rafael_Escazú_SJ,23,Real_de_Pereira_(parte),district_San_Rafael_Escazú_SJ
neighborhood_Santa_Marta_San_Rafael_Escazú_SJ,24,Santa_Marta,district_San_Rafael_Escazú_SJ
neighborhood_Tena_San_Rafael_Escazú_SJ,25,Tena,district_San_Rafael_Escazú_SJ
neighborhood_Trejos_Montealegre_San_Rafael_Escazú_SJ,26,Trejos_Montealegre,district_San_Rafael_Escazú_SJ
neighborhood_Vista_Alegre._San_Rafael_Escazú_SJ,27,Vista_Alegre.,district_San_Rafael_Escazú_SJ
neighborhood_Altamira_Desamparados_Desamparados_SJ,01,Altamira,district_Desamparados_Desamparados_SJ
neighborhood_Bellavista_Desamparados_Desamparados_SJ,02,Bellavista,district_Desamparados_Desamparados_SJ
neighborhood_Calle_Fallas_Desamparados_Desamparados_SJ,03,Calle_Fallas,district_Desamparados_Desamparados_SJ
neighborhood_Camaquirí_Desamparados_Desamparados_SJ,04,Camaquirí,district_Desamparados_Desamparados_SJ
neighborhood_Capilla_Desamparados_Desamparados_SJ,05,Capilla,district_Desamparados_Desamparados_SJ
